iter	RMSE
687	15.63393744
688	15.62637118
689	15.62449649
690	15.62085161
691	15.61549953
692	15.61129203
693	15.60348662
694	15.59609918
695	15.59324928
696	15.59097135
697	15.58647534
698	15.58197646
699	15.57654908
700	15.57253233
701	15.56677968
702	15.56596729
703	15.56344672
704	15.55869749
705	15.55239077
706	15.54331285
707	15.53878189
708	15.53570489
709	15.53264517
710	15.52815123
711	15.52695227
712	15.52256973
713	15.52018511
714	15.52000137
715	15.51766684
716	15.51115577
717	15.50807131
718	15.49699353
719	15.49461687
720	15.49160037
721	15.48902486
722	15.48381998
723	15.47484927
724	15.47403884
725	15.46901842
726	15.46195678
727	15.45866099
728	15.45659515
729	15.45381165
730	15.45049444
731	15.4486707
732	15.44640501
733	15.43585215
734	15.43253779
735	15.4297375
736	15.42341597
737	15.41773936
738	15.41067521
739	15.40589558
740	15.40181803
741	15.40008984
742	15.39863803
743	15.39762029
744	15.39756073
745	15.38903667
746	15.38292192
747	15.37648657
748	15.37351236
749	15.37185086
750	15.37025052
751	15.36115219
752	15.35750907
753	15.3475052
754	15.34499724
755	15.34296021
756	15.34098741
757	15.33500079
758	15.33164014
759	15.32823518
760	15.31892436
761	15.30788866
762	15.30257013
763	15.29965233
764	15.29270556
765	15.28792107
766	15.28623198
767	15.28273265
768	15.27242506
769	15.26522939
770	15.26445812
771	15.26313607
772	15.260745
773	15.25637803
774	15.25043679
775	15.24744356
776	15.24653337
777	15.24121295
778	15.23371355
779	15.22936468
780	15.22700424
781	15.22091075
782	15.2190575
783	15.21250932
784	15.20864718
785	15.20636961
786	15.19713828
787	15.18920248
788	15.18773911
789	15.18652918
790	15.17856186
791	15.17641899
792	15.17265277
793	15.17248431
794	15.17183316
795	15.16756529
796	15.16118563
797	15.15764039
798	15.15255184
799	15.15023463
